カード1,カード2,カード3,カード1属性,カード2属性,カード3属性
27,50,73,"三角,3,緑,中無","三角,2,紫,中無","三角,1,赤,中無"
27,51,75,"三角,3,緑,中無","ハート,1,紫,中無","丸,2,赤,中無"
27,52,80,"三角,3,緑,中無","ハート,2,紫,中無","丸,1,赤,中無"
27,53,79,"三角,3,緑,中無","丸,1,紫,中無","ハート,2,赤,中無"
27,54,81,"三角,3,緑,中無","三角,3,紫,中無","三角,3,赤,中無"
27,55,14,"三角,3,緑,中無","三角,1,紫,中白","三角,2,赤,中同色"
27,56,13,"三角,3,緑,中無","ハート,3,紫,中白","丸,3,赤,中同色"
27,57,15,"三角,3,緑,中無","丸,2,紫,中白","ハート,1,赤,中同色"
27,58,11,"三角,3,緑,中無","丸,3,紫,中白","ハート,3,赤,中同色"
27,59,10,"三角,3,緑,中無","三角,2,紫,中白","三角,1,赤,中同色"
27,60,12,"三角,3,緑,中無","ハート,1,紫,中白","丸,2,赤,中同色"
27,61,17,"三角,3,緑,中無","ハート,2,紫,中白","丸,1,赤,中同色"
27,62,16,"三角,3,緑,中無","丸,1,紫,中白","ハート,2,赤,中同色"
27,63,18,"三角,3,緑,中無","三角,3,紫,中白","三角,3,赤,中同色"
27,64,5,"三角,3,緑,中無","三角,1,紫,中同色","三角,2,赤,中白"
27,65,4,"三角,3,緑,中無","ハート,3,紫,中同色","丸,3,赤,中白"
27,66,6,"三角,3,緑,中無","丸,2,紫,中同色","ハート,1,赤,中白"
27,67,2,"三角,3,緑,中無","丸,3,紫,中同色","ハート,3,赤,中白"
27,68,1,"三角,3,緑,中無","三角,2,紫,中同色","三角,1,赤,中白"
27,69,3,"三角,3,緑,中無","ハート,1,紫,中同色","丸,2,赤,中白"
27,70,8,"三角,3,緑,中無","ハート,2,紫,中同色","丸,1,赤,中白"
27,71,7,"三角,3,緑,中無","丸,1,紫,中同色","ハート,2,赤,中白"
27,72,9,"三角,3,緑,中無","三角,3,紫,中同色","三角,3,赤,中白"
27,73,50,"三角,3,緑,中無","三角,1,赤,中無","三角,2,紫,中無"
27,74,49,"三角,3,緑,中無","ハート,3,赤,中無","丸,3,紫,中無"
27,75,51,"三角,3,緑,中無","丸,2,赤,中無","ハート,1,紫,中無"
27,76,47,"三角,3,緑,中無","丸,3,赤,中無","ハート,3,紫,中無"
27,77,46,"三角,3,緑,中無","三角,2,赤,中無","三角,1,紫,中無"
27,78,48,"三角,3,緑,中無","ハート,1,赤,中無","丸,2,紫,中無"
27,79,53,"三角,3,緑,中無","ハート,2,赤,中無","丸,1,紫,中無"
27,80,52,"三角,3,緑,中無","丸,1,赤,中無","ハート,2,紫,中無"
27,81,54,"三角,3,緑,中無","三角,3,赤,中無","三角,3,紫,中無"
28,29,30,"三角,1,緑,中白","ハート,3,緑,中白","丸,2,緑,中白"
28,30,29,"三角,1,緑,中白","丸,2,緑,中白","ハート,3,緑,中白"
28,31,34,"三角,1,緑,中白","丸,3,緑,中白","ハート,2,緑,中白"
28,32,36,"三角,1,緑,中白","三角,2,緑,中白","三角,3,緑,中白"
28,33,35,"三角,1,緑,中白","ハート,1,緑,中白","丸,1,緑,中白"
28,34,31,"三角,1,緑,中白","ハート,2,緑,中白","丸,3,緑,中白"
28,35,33,"三角,1,緑,中白","丸,1,緑,中白","ハート,1,緑,中白"
28,36,32,"三角,1,緑,中白","三角,3,緑,中白","三角,2,緑,中白"
28,37,19,"三角,1,緑,中白","三角,1,緑,中同色","三角,1,緑,中無"
28,38,21,"三角,1,緑,中白","ハート,3,緑,中同色","丸,2,緑,中無"
28,39,20,"三角,1,緑,中白","丸,2,緑,中同色","ハート,3,緑,中無"
28,40,25,"三角,1,緑,中白","丸,3,緑,中同色","ハート,2,緑,中無"
28,41,27,"三角,1,緑,中白","三角,2,緑,中同色","三角,3,緑,中無"
28,42,26,"三角,1,緑,中白","ハート,1,緑,中同色","丸,1,緑,中無"
28,43,22,"三角,1,緑,中白","ハート,2,緑,中同色","丸,3,緑,中無"
28,44,24,"三角,1,緑,中白","丸,1,緑,中同色","ハート,1,緑,中無"
28,45,23,"三角,1,緑,中白","三角,3,緑,中同色","三角,2,緑,中無"
28,46,10,"三角,1,緑,中白","三角,1,紫,中無","三角,1,赤,中同色"
28,47,12,"三角,1,緑,中白","ハート,3,紫,中無","丸,2,赤,中同色"
28,48,11,"三角,1,緑,中白","丸,2,紫,中無","ハート,3,赤,中同色"
28,49,16,"三角,1,緑,中白","丸,3,紫,中無","ハート,2,赤,中同色"
28,50,18,"三角,1,緑,中白","三角,2,紫,中無","三角,3,赤,中同色"
28,51,17,"三角,1,緑,中白","ハート,1,紫,中無","丸,1,赤,中同色"
28,52,13,"三角,1,緑,中白","ハート,2,紫,中無","丸,3,赤,中同色"
28,53,15,"三角,1,緑,中白","丸,1,紫,中無","ハート,1,赤,中同色"
28,54,14,"三角,1,緑,中白","三角,3,紫,中無","三角,2,赤,中同色"
28,55,1,"三角,1,緑,中白","三角,1,紫,中白","三角,1,赤,中白"
28,56,3,"三角,1,緑,中白","ハート,3,紫,中白","丸,2,赤,中白"
28,57,2,"三角,1,緑,中白","丸,2,紫,中白","ハート,3,赤,中白"
28,58,7,"三角,1,緑,中白","丸,3,紫,中白","ハート,2,赤,中白"
28,59,9,"三角,1,緑,中白","三角,2,紫,中白","三角,3,赤,中白"
28,60,8,"三角,1,緑,中白","ハート,1,紫,中白","丸,1,赤,中白"
28,61,4,"三角,1,緑,中白","ハート,2,紫,中白","丸,3,赤,中白"
28,62,6,"三角,1,緑,中白","丸,1,紫,中白","ハート,1,赤,中白"
28,63,5,"三角,1,緑,中白","三角,3,紫,中白","三角,2,赤,中白"
28,64,73,"三角,1,緑,中白","三角,1,紫,中同色","三角,1,赤,中無"
28,65,75,"三角,1,緑,中白","ハート,3,紫,中同色","丸,2,赤,中無"
28,66,74,"三角,1,緑,中白","丸,2,紫,中同色","ハート,3,赤,中無"
28,67,79,"三角,1,緑,中白","丸,3,紫,中同色","ハート,2,赤,中無"
28,68,81,"三角,1,緑,中白","三角,2,紫,中同色","三角,3,赤,中無"
28,69,80,"三角,1,緑,中白","ハート,1,紫,中同色","丸,1,赤,中無"
28,70,76,"三角,1,緑,中白","ハート,2,紫,中同色","丸,3,赤,中無"
28,71,78,"三角,1,緑,中白","丸,1,紫,中同色","ハート,1,赤,中無"
28,72,77,"三角,1,緑,中白","三角,3,紫,中同色","三角,2,赤,中無"
28,73,64,"三角,1,緑,中白","三角,1,赤,中無","三角,1,紫,中同色"
28,74,66,"三角,1,緑,中白","ハート,3,赤,中無","丸,2,紫,中同色"
28,75,65,"三角,1,緑,中白","丸,2,赤,中無","ハート,3,紫,中同色"
28,76,70,"三角,1,緑,中白","丸,3,赤,中無","ハート,2,紫,中同色"
28,77,72,"三角,1,緑,中白","三角,2,赤,中無","三角,3,紫,中同色"
28,78,71,"三角,1,緑,中白","ハート,1,赤,中無","丸,1,紫,中同色"
28,79,67,"三角,1,緑,中白","ハート,2,赤,中無","丸,3,紫,中同色"
28,80,69,"三角,1,緑,中白","丸,1,赤,中無","ハート,1,紫,中同色"
28,81,68,"三角,1,緑,中白","三角,3,赤,中無","三角,2,紫,中同色"
29,30,28,"ハート,3,緑,中白","丸,2,緑,中白","三角,1,緑,中白"
29,31,36,"ハート,3,緑,中白","丸,3,緑,中白","三角,3,緑,中白"
29,32,35,"ハート,3,緑,中白","三角,2,緑,中白","丸,1,緑,中白"
29,33,34,"ハート,3,緑,中白","ハート,1,緑,中白","ハート,2,緑,中白"
29,34,33,"ハート,3,緑,中白","ハート,2,緑,中白","ハート,1,緑,中白"
29,35,32,"ハート,3,緑,中白","丸,1,緑,中白","三角,2,緑,中白"
29,36,31,"ハート,3,緑,中白","三角,3,緑,中白","丸,3,緑,中白"
29,37,21,"ハート,3,緑,中白","三角,1,緑,中同色","丸,2,緑,中無"
29,38,20,"ハート,3,緑,中白","ハート,3,緑,中同色","ハート,3,緑,中無"
29,39,19,"ハート,3,緑,中白","丸,2,緑,中同色","三角,1,緑,中無"
29,40,27,"ハート,3,緑,中白","丸,3,緑,中同色","三角,3,緑,中無"
29,41,26,"ハート,3,緑,中白","三角,2,緑,中同色","丸,1,緑,中無"
29,42,25,"ハート,3,緑,中白","ハート,1,緑,中同色","ハート,2,緑,中無"
29,43,24,"ハート,3,緑,中白","ハート,2,緑,中同色","ハート,1,緑,中無"
29,44,23,"ハート,3,緑,中白","丸,1,緑,中同色","三角,2,緑,中無"
29,45,22,"ハート,3,緑,中白","三角,3,緑,中同色","丸,3,緑,中無"
29,46,12,"ハート,3,緑,中白","三角,1,紫,中無","丸,2,赤,中同色"
29,47,11,"ハート,3,緑,中白","ハート,3,紫,中無","ハート,3,赤,中同色"
29,48,10,"ハート,3,緑,中白","丸,2,紫,中無","三角,1,赤,中同色"
29,49,18,"ハート,3,緑,中白","丸,3,紫,中無","三角,3,赤,中同色"
29,50,17,"ハート,3,緑,中白","三角,2,紫,中無","丸,1,赤,中同色"
29,51,16,"ハート,3,緑,中白","ハート,1,紫,中無","ハート,2,赤,中同色"
29,52,15,"ハート,3,緑,中白","ハート,2,紫,中無","ハート,1,赤,中同色"
29,53,14,"ハート,3,緑,中白","丸,1,紫,中無","三角,2,赤,中同色"
29,54,13,"ハート,3,緑,中白","三角,3,紫,中無","丸,3,赤,中同色"
29,55,3,"ハート,3,緑,中白","三角,1,紫,中白","丸,2,赤,中白"
29,56,2,"ハート,3,緑,中白","ハート,3,紫,中白","ハート,3,赤,中白"
29,57,1,"ハート,3,緑,中白","丸,2,紫,中白","三角,1,赤,中白"
29,58,9,"ハート,3,緑,中白","丸,3,紫,中白","三角,3,赤,中白"
29,59,8,"ハート,3,緑,中白","三角,2,紫,中白","丸,1,赤,中白"
29,60,7,"ハート,3,緑,中白","ハート,1,紫,中白","ハート,2,赤,中白"
29,61,6,"ハート,3,緑,中白","ハート,2,紫,中白","ハート,1,赤,中白"
29,62,5,"ハート,3,緑,中白","丸,1,紫,中白","三角,2,赤,中白"
29,63,4,"ハート,3,緑,中白","三角,3,紫,中白","丸,3,赤,中白"
29,64,75,"ハート,3,緑,中白","三角,1,紫,中同色","丸,2,赤,中無"
29,65,74,"ハート,3,緑,中白","ハート,3,紫,中同色","ハート,3,赤,中無"
29,66,73,"ハート,3,緑,中白","丸,2,紫,中同色","三角,1,赤,中無"
29,67,81,"ハート,3,緑,中白","丸,3,紫,中同色","三角,3,赤,中無"
29,68,80,"ハート,3,緑,中白","三角,2,紫,中同色","丸,1,赤,中無"
29,69,79,"ハート,3,緑,中白","ハート,1,紫,中同色","ハート,2,赤,中無"
29,70,78,"ハート,3,緑,中白","ハート,2,紫,中同色","ハート,1,赤,中無"
29,71,77,"ハート,3,緑,中白","丸,1,紫,中同色","三角,2,赤,中無"
29,72,76,"ハート,3,緑,中白","三角,3,紫,中同色","丸,3,赤,中無"
29,73,66,"ハート,3,緑,中白","三角,1,赤,中無","丸,2,紫,中同色"
29,74,65,"ハート,3,緑,中白","ハート,3,赤,中無","ハート,3,紫,中同色"
29,75,64,"ハート,3,緑,中白","丸,2,赤,中無","三角,1,紫,中同色"
29,76,72,"ハート,3,緑,中白","丸,3,赤,中無","三角,3,紫,中同色"
29,77,71,"ハート,3,緑,中白","三角,2,赤,中無","丸,1,紫,中同色"
29,78,70,"ハート,3,緑,中白","ハート,1,赤,中無","ハート,2,紫,中同色"
29,79,69,"ハート,3,緑,中白","ハート,2,赤,中無","ハート,1,紫,中同色"
29,80,68,"ハート,3,緑,中白","丸,1,赤,中無","三角,2,紫,中同色"
29,81,67,"ハート,3,緑,中白","三角,3,赤,中無","丸,3,紫,中同色"
30,31,35,"丸,2,緑,中白","丸,3,緑,中白","丸,1,緑,中白"
30,32,34,"丸,2,緑,中白","三角,2,緑,中白","ハート,2,緑,中白"
30,33,36,"丸,2,緑,中白","ハート,1,緑,中白","三角,3,緑,中白"
30,34,32,"丸,2,緑,中白","ハート,2,緑,中白","三角,2,緑,中白"
30,35,31,"丸,2,緑,中白","丸,1,緑,中白","丸,3,緑,中白"
30,36,33,"丸,2,緑,中白","三角,3,緑,中白","ハート,1,緑,中白"
30,37,20,"丸,2,緑,中白","三角,1,緑,中同色","ハート,3,緑,中無"
30,38,19,"丸,2,緑,中白","ハート,3,緑,中同色","三角,1,緑,中無"
30,39,21,"丸,2,緑,中白","丸,2,緑,中同色","丸,2,緑,中無"
30,40,26,"丸,2,緑,中白","丸,3,緑,中同色","丸,1,緑,中無"
30,41,25,"丸,2,緑,中白","三角,2,緑,中同色","ハート,2,緑,中無"
30,42,27,"丸,2,緑,中白","ハート,1,緑,中同色","三角,3,緑,中無"
30,43,23,"丸,2,緑,中白","ハート,2,緑,中同色","三角,2,緑,中無"
30,44,22,"丸,2,緑,中白","丸,1,緑,中同色","丸,3,緑,中無"
30,45,24,"丸,2,緑,中白","三角,3,緑,中同色","ハート,1,緑,中無"
30,46,11,"丸,2,緑,中白","三角,1,紫,中無","ハート,3,赤,中同色"
30,47,10,"丸,2,緑,中白","ハート,3,紫,中無","三角,1,赤,中同色"
30,48,12,"丸,2,緑,中白","丸,2,紫,中無","丸,2,赤,中同色"
30,49,17,"丸,2,緑,中白","丸,3,紫,中無","丸,1,赤,中同色"
30,50,16,"丸,2,緑,中白","三角,2,紫,中無","ハート,2,赤,中同色"
30,51,18,"丸,2,緑,中白","ハート,1,紫,中無","三角,3,赤,中同色"
30,52,14,"丸,2,緑,中白","ハート,2,紫,中無","三角,2,赤,中同色"
30,53,13,"丸,2,緑,中白","丸,1,紫,中無","丸,3,赤,中同色"
30,54,15,"丸,2,緑,中白","三角,3,紫,中無","ハート,1,赤,中同色"
30,55,2,"丸,2,緑,中白","三角,1,紫,中白","ハート,3,赤,中白"
30,56,1,"丸,2,緑,中白","ハート,3,紫,中白","三角,1,赤,中白"
30,57,3,"丸,2,緑,中白","丸,2,紫,中白","丸,2,赤,中白"
30,58,8,"丸,2,緑,中白","丸,3,紫,中白","丸,1,赤,中白"
30,59,7,"丸,2,緑,中白","三角,2,紫,中白","ハート,2,赤,中白"
30,60,9,"丸,2,緑,中白","ハート,1,紫,中白","三角,3,赤,中白"
30,61,5,"丸,2,緑,中白","ハート,2,紫,中白","三角,2,赤,中白"
30,62,4,"丸,2,緑,中白","丸,1,紫,中白","丸,3,赤,中白"
30,63,6,"丸,2,緑,中白","三角,3,紫,中白","ハート,1,赤,中白"
30,64,74,"丸,2,緑,中白","三角,1,紫,中同色","ハート,3,赤,中無"
30,65,73,"丸,2,緑,中白","ハート,3,紫,中同色","三角,1,赤,中無"
30,66,75,"丸,2,緑,中白","丸,2,紫,中同色","丸,2,赤,中無"
30,67,80,"丸,2,緑,中白","丸,3,紫,中同色","丸,1,赤,中無"
30,68,79,"丸,2,緑,中白","三角,2,紫,中同色","ハート,2,赤,中無"
30,69,81,"丸,2,緑,中白","ハート,1,紫,中同色","三角,3,赤,中無"
30,70,77,"丸,2,緑,中白","ハート,2,紫,中同色","三角,2,赤,中無"
30,71,76,"丸,2,緑,中白","丸,1,紫,中同色","丸,3,赤,中無"
30,72,78,"丸,2,緑,中白","三角,3,紫,中同色","ハート,1,赤,中無"
30,73,65,"丸,2,緑,中白","三角,1,赤,中無","ハート,3,紫,中同色"
30,74,64,"丸,2,緑,中白","ハート,3,赤,中無","三角,1,紫,中同色"
30,75,66,"丸,2,緑,中白","丸,2,赤,中無","丸,2,紫,中同色"
30,76,71,"丸,2,緑,中白","丸,3,赤,中無","丸,1,紫,中同色"
30,77,70,"丸,2,緑,中白","三角,2,赤,中無","ハート,2,紫,中同色"
30,78,72,"丸,2,緑,中白","ハート,1,赤,中無","三角,3,紫,中同色"
30,79,68,"丸,2,緑,中白","ハート,2,赤,中無","三角,2,紫,中同色"
30,80,67,"丸,2,緑,中白","丸,1,赤,中無","丸,3,紫,中同色"
30,81,69,"丸,2,緑,中白","三角,3,赤,中無","ハート,1,紫,中同色"
31,32,33,"丸,3,緑,中白","三角,2,緑,中白","ハート,1,緑,中白"
31,33,32,"丸,3,緑,中白","ハート,1,緑,中白","三角,2,緑,中白"
31,34,28,"丸,3,緑,中白","ハート,2,緑,中白","三角,1,緑,中白"
31,35,30,"丸,3,緑,中白","丸,1,緑,中白","丸,2,緑,中白"
31,36,29,"丸,3,緑,中白","三角,3,緑,中白","ハート,3,緑,中白"
31,37,25,"丸,3,緑,中白","三角,1,緑,中同色","ハート,2,緑,中無"
31,38,27,"丸,3,緑,中白","ハート,3,緑,中同色","三角,3,緑,中無"
31,39,26,"丸,3,緑,中白","丸,2,緑,中同色","丸,1,緑,中無"
31,40,22,"丸,3,緑,中白","丸,3,緑,中同色","丸,3,緑,中無"
31,41,24,"丸,3,緑,中白","三角,2,緑,中同色","ハート,1,緑,中無"
31,42,23,"丸,3,緑,中白","ハート,1,緑,中同色","三角,2,緑,中無"
31,43,19,"丸,3,緑,中白","ハート,2,緑,中同色","三角,1,緑,中無"
31,44,21,"丸,3,緑,中白","丸,1,緑,中同色","丸,2,緑,中無"
31,45,20,"丸,3,緑,中白","三角,3,緑,中同色","ハート,3,緑,中無"
31,46,16,"丸,3,緑,中白","三角,1,紫,中無","ハート,2,赤,中同色"
31,47,18,"丸,3,緑,中白","ハート,3,紫,中無","三角,3,赤,中同色"
31,48,17,"丸,3,緑,中白","丸,2,紫,中無","丸,1,赤,中同色"
31,49,13,"丸,3,緑,中白","丸,3,紫,中無","丸,3,赤,中同色"
31,50,15,"丸,3,緑,中白","三角,2,紫,中無","ハート,1,赤,中同色"
31,51,14,"丸,3,緑,中白","ハート,1,紫,中無","三角,2,赤,中同色"
31,52,10,"丸,3,緑,中白","ハート,2,紫,中無","三角,1,赤,中同色"
31,53,12,"丸,3,緑,中白","丸,1,紫,中無","丸,2,赤,中同色"
31,54,11,"丸,3,緑,中白","三角,3,紫,中無","ハート,3,赤,中同色"
31,55,7,"丸,3,緑,中白","三角,1,紫,中白","ハート,2,赤,中白"
31,56,9,"丸,3,緑,中白","ハート,3,紫,中白","三角,3,赤,中白"
31,57,8,"丸,3,緑,中白","丸,2,紫,中白","丸,1,赤,中白"
31,58,4,"丸,3,緑,中白","丸,3,紫,中白","丸,3,赤,中白"
31,59,6,"丸,3,緑,中白","三角,2,紫,中白","ハート,1,赤,中白"
31,60,5,"丸,3,緑,中白","ハート,1,紫,中白","三角,2,赤,中白"
31,61,1,"丸,3,緑,中白","ハート,2,紫,中白","三角,1,赤,中白"
31,62,3,"丸,3,緑,中白","丸,1,紫,中白","丸,2,赤,中白"
31,63,2,"丸,3,緑,中白","三角,3,紫,中白","ハート,3,赤,中白"
31,64,79,"丸,3,緑,中白","三角,1,紫,中同色","ハート,2,赤,中無"
31,65,81,"丸,3,緑,中白","ハート,3,紫,中同色","三角,3,赤,中無"
31,66,80,"丸,3,緑,中白","丸,2,紫,中同色","丸,1,赤,中無"
31,67,76,"丸,3,緑,中白","丸,3,紫,中同色","丸,3,赤,中無"
31,68,78,"丸,3,緑,中白","三角,2,紫,中同色","ハート,1,赤,中無"
31,69,77,"丸,3,緑,中白","ハート,1,紫,中同色","三角,2,赤,中無"
31,70,73,"丸,3,緑,中白","ハート,2,紫,中同色","三角,1,赤,中無"
31,71,75,"丸,3,緑,中白","丸,1,紫,中同色","丸,2,赤,中無"
31,72,74,"丸,3,緑,中白","三角,3,紫,中同色","ハート,3,赤,中無"
31,73,70,"丸,3,緑,中白","三角,1,赤,中無","ハート,2,紫,中同色"
31,74,72,"丸,3,緑,中白","ハート,3,赤,中無","三角,3,紫,中同色"
31,75,71,"丸,3,緑,中白","丸,2,赤,中無","丸,1,紫,中同色"
31,76,67,"丸,3,緑,中白","丸,3,赤,中無","丸,3,紫,中同色"
31,77,69,"丸,3,緑,中白","三角,2,赤,中無","ハート,1,紫,中同色"
31,78,68,"丸,3,緑,中白","ハート,1,赤,中無","三角,2,紫,中同色"
31,79,64,"丸,3,緑,中白","ハート,2,赤,中無","三角,1,紫,中同色"
31,80,66,"丸,3,緑,中白","丸,1,赤,中無","丸,2,紫,中同色"
31,81,65,"丸,3,緑,中白","三角,3,赤,中無","ハート,3,紫,中同色"
32,33,31,"三角,2,緑,中白","ハート,1,緑,中白","丸,3,緑,中白"
32,34,30,"三角,2,緑,中白","ハート,2,緑,中白","丸,2,緑,中白"
32,35,29,"三角,2,緑,中白","丸,1,緑,中白","ハート,3,緑,中白"
32,36,28,"三角,2,緑,中白","三角,3,緑,中白","三角,1,緑,中白"
32,37,27,"三角,2,緑,中白","三角,1,緑,中同色","三角,3,緑,中無"
32,38,26,"三角,2,緑,中白","ハート,3,緑,中同色","丸,1,緑,中無"
32,39,25,"三角,2,緑,中白","丸,2,緑,中同色","ハート,2,緑,中無"
32,40,24,"三角,2,緑,中白","丸,3,緑,中同色","ハート,1,緑,中無"
32,41,23,"三角,2,緑,中白","三角,2,緑,中同色","三角,2,緑,中無"
32,42,22,"三角,2,緑,中白","ハート,1,緑,中同色","丸,3,緑,中無"
32,43,21,"三角,2,緑,中白","ハート,2,緑,中同色","丸,2,緑,中無"
32,44,20,"三角,2,緑,中白","丸,1,緑,中同色","ハート,3,緑,中無"
32,45,19,"三角,2,緑,中白","三角,3,緑,中同色","三角,1,緑,中無"
32,46,18,"三角,2,緑,中白","三角,1,紫,中無","三角,3,赤,中同色"
32,47,17,"三角,2,緑,中白","ハート,3,紫,中無","丸,1,赤,中同色"
32,48,16,"三角,2,緑,中白","丸,2,紫,中無","ハート,2,赤,中同色"
32,49,15,"三角,2,緑,中白","丸,3,紫,中無","ハート,1,赤,中同色"
32,50,14,"三角,2,緑,中白","三角,2,紫,中無","三角,2,赤,中同色"
32,51,13,"三角,2,緑,中白","ハート,1,紫,中無","丸,3,赤,中同色"
32,52,12,"三角,2,緑,中白","ハート,2,紫,中無","丸,2,赤,中同色"
32,53,11,"三角,2,緑,中白","丸,1,紫,中無","ハート,3,赤,中同色"
32,54,10,"三角,2,緑,中白","三角,3,紫,中無","三角,1,赤,中同色"
32,55,9,"三角,2,緑,中白","三角,1,紫,中白","三角,3,赤,中白"
32,56,8,"三角,2,緑,中白","ハート,3,紫,中白","丸,1,赤,中白"
32,57,7,"三角,2,緑,中白","丸,2,紫,中白","ハート,2,赤,中白"
32,58,6,"三角,2,緑,中白","丸,3,紫,中白","ハート,1,赤,中白"
32,59,5,"三角,2,緑,中白","三角,2,紫,中白","三角,2,赤,中白"
32,60,4,"三角,2,緑,中白","ハート,1,紫,中白","丸,3,赤,中白"
32,61,3,"三角,2,緑,中白","ハート,2,紫,中白","丸,2,赤,中白"
32,62,2,"三角,2,緑,中白","丸,1,紫,中白","ハート,3,赤,中白"
32,63,1,"三角,2,緑,中白","三角,3,紫,中白","三角,1,赤,中白"
32,64,81,"三角,2,緑,中白","三角,1,紫,中同色","三角,3,赤,中無"
32,65,80,"三角,2,緑,中白","ハート,3,紫,中同色","丸,1,赤,中無"
32,66,79,"三角,2,緑,中白","丸,2,紫,中同色","ハート,2,赤,中無"
32,67,78,"三角,2,緑,中白","丸,3,紫,中同色","ハート,1,赤,中無"
32,68,77,"三角,2,緑,中白","三角,2,紫,中同色","三角,2,赤,中無"
32,69,76,"三角,2,緑,中白","ハート,1,紫,中同色","丸,3,赤,中無"
32,70,75,"三角,2,緑,中白","ハート,2,紫,中同色","丸,2,赤,中無"
32,71,74,"三角,2,緑,中白","丸,1,紫,中同色","ハート,3,赤,中無"
32,72,73,"三角,2,緑,中白","三角,3,紫,中同色","三角,1,赤,中無"
32,73,72,"三角,2,緑,中白","三角,1,赤,中無","三角,3,紫,中同色"
32,74,71,"三角,2,緑,中白","ハート,3,赤,中無","丸,1,紫,中同色"
32,75,70,"三角,2,緑,中白","丸,2,赤,中無","ハート,2,紫,中同色"
32,76,69,"三角,2,緑,中白","丸,3,赤,中無","ハート,1,紫,中同色"
32,77,68,"三角,2,緑,中白","三角,2,赤,中無","三角,2,紫,中同色"
32,78,67,"三角,2,緑,中白","ハート,1,赤,中無","丸,3,紫,中同色"
32,79,66,"三角,2,緑,中白","ハート,2,赤,中無","丸,2,紫,中同色"
32,80,65,"三角,2,緑,中白","丸,1,赤,中無","ハート,3,紫,中同色"
32,81,64,"三角,2,緑,中白","三角,3,赤,中無","三角,1,紫,中同色"
33,34,29,"ハート,1,緑,中白","ハート,2,緑,中白","ハート,3,緑,中白"
33,35,28,"ハート,1,緑,中白","丸,1,緑,中白","三角,1,緑,中白"
33,36,30,"ハート,1,緑,中白","三角,3,緑,中白","丸,2,緑,中白"
33,37,26,"ハート,1,緑,中白","三角,1,緑,中同色","丸,1,緑,中無"
33,38,25,"ハート,1,緑,中白","ハート,3,緑,中同色","ハート,2,緑,中無"
33,39,27,"ハート,1,緑,中白","丸,2,緑,中同色","三角,3,緑,中無"
33,40,23,"ハート,1,緑,中白","丸,3,緑,中同色","三角,2,緑,中無"
33,41,22,"ハート,1,緑,中白","三角,2,緑,中同色","丸,3,緑,中無"
33,42,24,"ハート,1,緑,中白","ハート,1,緑,中同色","ハート,1,緑,中無"
33,43,20,"ハート,1,緑,中白","ハート,2,緑,中同色","ハート,3,緑,中無"
33,44,19,"ハート,1,緑,中白","丸,1,緑,中同色","三角,1,緑,中無"
33,45,21,"ハート,1,緑,中白","三角,3,緑,中同色","丸,2,緑,中無"
33,46,17,"ハート,1,緑,中白","三角,1,紫,中無","丸,1,赤,中同色"
33,47,16,"ハート,1,緑,中白","ハート,3,紫,中無","ハート,2,赤,中同色"
33,48,18,"ハート,1,緑,中白","丸,2,紫,中無","三角,3,赤,中同色"
33,49,14,"ハート,1,緑,中白","丸,3,紫,中無","三角,2,赤,中同色"
33,50,13,"ハート,1,緑,中白","三角,2,紫,中無","丸,3,赤,中同色"
33,51,15,"ハート,1,緑,中白","ハート,1,紫,中無","ハート,1,赤,中同色"
33,52,11,"ハート,1,緑,中白","ハート,2,紫,中無","ハート,3,赤,中同色"
33,53,10,"ハート,1,緑,中白","丸,1,紫,中無","三角,1,赤,中同色"
33,54,12,"ハート,1,緑,中白","三角,3,紫,中無","丸,2,赤,中同色"
33,55,8,"ハート,1,緑,中白","三角,1,紫,中白","丸,1,赤,中白"
33,56,7,"ハート,1,緑,中白","ハート,3,紫,中白","ハート,2,赤,中白"
33,57,9,"ハート,1,緑,中白","丸,2,紫,中白","三角,3,赤,中白"
33,58,5,"ハート,1,緑,中白","丸,3,紫,中白","三角,2,赤,中白"
33,59,4,"ハート,1,緑,中白","三角,2,紫,中白","丸,3,赤,中白"
33,60,6,"ハート,1,緑,中白","ハート,1,紫,中白","ハート,1,赤,中白"
33,61,2,"ハート,1,緑,中白","ハート,2,紫,中白","ハート,3,赤,中白"
33,62,1,"ハート,1,緑,中白","丸,1,紫,中白","三角,1,赤,中白"
33,63,3,"ハート,1,緑,中白","三角,3,紫,中白","丸,2,赤,中白"
33,64,80,"ハート,1,緑,中白","三角,1,紫,中同色","丸,1,赤,中無"
33,65,79,"ハート,1,緑,中白","ハート,3,紫,中同色","ハート,2,赤,中無"
33,66,81,"ハート,1,緑,中白","丸,2,紫,中同色","三角,3,赤,中無"
33,67,77,"ハート,1,緑,中白","丸,3,紫,中同色","三角,2,赤,中無"
33,68,76,"ハート,1,緑,中白","三角,2,紫,中同色","丸,3,赤,中無"
33,69,78,"ハート,1,緑,中白","ハート,1,紫,中同色","ハート,1,赤,中無"
33,70,74,"ハート,1,緑,中白","ハート,2,紫,中同色","ハート,3,赤,中無"
33,71,73,"ハート,1,緑,中白","丸,1,紫,中同色","三角,1,赤,中無"
33,72,75,"ハート,1,緑,中白","三角,3,紫,中同色","丸,2,赤,中無"
33,73,71,"ハート,1,緑,中白","三角,1,赤,中無","丸,1,紫,中同色"
